code,name,verdict,match_basis,db_id,db_name,matched_name
7047002,"Lòng lợn (ruột non), luộc",keep-no-match,none,,,
7048,"Mề gà, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7048_raw,Mề gà,Mề gà
7048002,"Mề gà, luộc",keep-usda-only,name,usda_5024_cooked,"Gà, mề gà, tất cả các loại, nấu chín, ninh nhừ",mề gà luộc
7049,"Óc bò, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7049_raw,óc bò,óc bò
7049002,"Óc bò, luộc",keep-no-match,none,,,
7050,"Óc lợn, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7050_raw,óc lợn,óc lợn
7050002,"Óc lợn, luộc",keep-no-match,none,,,
7051,"Phổi bò, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7051_raw,Phổi bò,Phổi bò
7052,"Phổi lợn, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7052_raw,Phổi lợn,Phổi lợn
7053,"Sườn lợn, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7053_raw,Sườn lợn,Sườn lợn
7054,"Tai lợn, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7054_raw,Tai lợn,Tai lợn
7054002,"Tai lợn, luộc",keep-usda-only,name,usda_10101_cooked,"Thịt lợn tươi, các loại thịt nội tạng và phụ phẩm, tai lợn đông lạnh, đã nấu chín, hầm.",Tai lợn luộc
7055,"Tim bò, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7055_raw,Tim bò,Tim bò
7055002,"Tim bò, luộc",keep-usda-only,name,usda_13322_cooked,"Thịt bò, nội tạng động vật và các sản phẩm phụ, tim, đã nấu chín, hầm",tim bò luộc
7056,"Tim gà, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7056_raw,Tim gà,Tim gà
7056002,"Tim gà, luộc",keep-usda-only,name,usda_5026_cooked,"Thịt gà, tim, đủ loại, nấu chín, hầm",tim gà luộc
7057,"Tim lợn, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7057_raw,Tim lợn,Tim lợn
7057002,"Tim lợn, luộc",keep-no-match,none,,,
7058,"Tiết bò, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7058_raw,Tiết bò,Tiết bò
7058002,"Tiết bò, luộc",keep-no-match,none,,,
7059,"Tiết lợn, luộc",duplicate-vietnamese,name,fao_vn_2007_7059_cooked,Tiết lợn luộc,Tiết lợn luộc
7061,"Tủy xương bò, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7061_raw,Tủy xương bò,Tủy xương bò
7062,"Tủy xương lợn, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7062_raw,Tủy xương lợn,Tủy xương lợn
7063,Ba tê lợn,duplicate-vietnamese,code-lineage,fao_vn_2007_7063_raw,Ba tê,Ba tê
7064,Chả lợn,duplicate-vietnamese,name,fao_vn_2007_7064_cooked,Chả lợn,Chả lợn
7065,Chả quế lợn,duplicate-vietnamese,name,fao_vn_2007_7065_cooked,Chả quế lợn,Chả quế lợn
7066,Dăm bông lợn,duplicate-vietnamese,name,fao_vn_2007_7066_raw,Dăm bông lợn,Dăm bông lợn
7067,"Dồi lợn, chín",duplicate-vietnamese,code-lineage,fao_vn_2007_7067_raw,Dồi lợn,Dồi lợn
7068,"Giò bò, chín",duplicate-vietnamese,code-lineage,fao_vn_2007_7068_raw,Giò bò,Giò bò
7069,"Giò lụa, chín",duplicate-vietnamese,code-lineage,fao_vn_2007_7069_cooked,Giò lụa,Giò lụa
7070,"Giò thủ lợn, chín",duplicate-vietnamese,code-lineage,fao_vn_2007_7070_cooked,Giò thủ lợn,Giò thủ lợn
7071,"Lạp xường, lạp sườn",duplicate-vietnamese,code-lineage,fao_vn_2007_7071_raw,Lạp xường,Lạp xường
7072,Nem chạo,duplicate-vietnamese,name,fao_vn_2007_7072_raw,Nem chạo,Nem chạo
7073,Nem chua,duplicate-vietnamese,name,fao_vn_2007_7073_raw,Nem chua,Nem chua
7074,Ruốc thịt lợn,duplicate-vietnamese,name,fao_vn_2007_7074_raw,Ruốc thịt lợn,Ruốc thịt lợn
7075,Thịt bò khô,duplicate-vietnamese,name,fao_vn_2007_7075_raw,Thịt bò khô,Thịt bò khô
7076,Thịt trâu khô,duplicate-vietnamese,name,fao_vn_2007_7076_raw,Thịt trâu khô,Thịt trâu khô
7077,Xúc xích,duplicate-vietnamese,name,fao_vn_2007_7077_raw,Xúc xích,Xúc xích
7078,Bột cóc,duplicate-vietnamese,name,fao_vn_2007_7078_raw,Bột cóc,Bột cóc
7079,"Châu chấu, sống",duplicate-vietnamese,code-lineage,fao_vn_2007_7079_raw,Châu chấu,Châu chấu
7080,"Ếch (thịt đùi), tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7080_raw,ếch (thịt đùi),ếch (thịt đùi)
7081,"Nhộng, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7081_raw,Nhộng,Nhộng
7082,"Lòng gà (cả bộ), tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_7082_raw,Lòng gà (cả bộ),Lòng gà (cả bộ)
7083,"Thịt lợn, nạc vai, tươi",keep-no-match,none,,,
7083002,"Thịt lợn nạc vai, luộc",keep-no-match,none,,,
7084,"Thịt lợn, nạc mông, tươi",keep-no-match,none,,,
7084002,"Thịt lợn nạc mông, luộc",keep-no-match,none,,,
7085,"Thịt lợn, nạc thăn, tươi",keep-no-match,none,,,
7085002,"Thịt lợn nạc thăn, luộc",keep-no-match,none,,,
7086,"Thịt lợn nửa nạc, nửa mỡ, nướng",keep-no-match,none,,,
7087,"Thịt gà công nghiệp, cánh, tươi",keep-no-match,none,,,
7088,"Thịt gà công nghiệp, đùi, tươi",keep-no-match,none,,,
7088002,"Thịt gà công nghiệp, đùi, luộc",keep-no-match,none,,,
7089,"Thịt gà công nghiệp, lườn, raw",keep-no-match,none,,,
7090,"Thịt ngan, tươi",keep-no-match,none,,,
7090002,"Thịt ngan, luộc",keep-no-match,none,,,
7091,"Chả lá lốt, rán",keep-no-match,none,,,
7094,"Thịt bò, bắp, sống",keep-no-match,none,,,
7094003,"Thịt bò, bắp, hấp",keep-no-match,none,,,
7095003,"Thịt bò, vai, hấp",keep-no-match,none,,,
7106002,"Thịt gà, ta, lườn, đùi, luộc",keep-no-match,none,,,
7108002,"Thịt gà, ta, chân, đùi, luộc",keep-no-match,none,,,
7111002,"Thịt gà, công nghiệp, cổ, luộc",keep-no-match,none,,,
7112,"Thịt lợn, mông, sống",keep-no-match,none,,,
7113002,"Thịt vịt, lườn, luộc",keep-no-match,none,,,
7114002,"Thịt vịt, đùi, luộc",keep-no-match,none,,,
7115003,"Thịt vịt, cánh, hấp",keep-no-match,none,,,
7118002,"Mọc, từ thịt lợn, nấu canh",keep-no-match,none,,,
7123002,"Tiết ngan, luộc",keep-no-match,none,,,
7142,Thịt xá xíu,keep-no-match,none,,,
7143,Xúc xích bò,keep-usda-only,name,usda_7022_raw,"Xúc xích Frankfurter, thịt bò, không cần hâm nóng",xúc xích bò
7144,Tiết gà,keep-no-match,none,,,
8001,"Cá bống, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8001_raw,Cá bống,Cá bống
8002,"Cá chày, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8002_raw,Cá chày,Cá chày
8003,"Cá chép, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8003_raw,Cá chép,Cá chép
8004,"Cá dưa, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8004_raw,Cá dưa,Cá dưa
8005,"Cá dầu, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8005_raw,Cá dầu,Cá dầu
8006,"Cá diếc, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8006_raw,Cá diếc,Cá diếc
8007,"Cá đao, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8007_raw,Cá đao,Cá đao
8008,"Cá đé, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8008_raw,Cá đé,Cá đé
8009,"Cá đối, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8009_raw,Cá đối,Cá đối
8010,"Cá đồng tiền, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8010_raw,Cá đồng tiền,Cá đồng tiền
8011,"Cá hồi, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8011_raw,Cá hồi,Cá hồi
8012,"Cá khô (chim, thu, nụ, đé), sống",duplicate-vietnamese,code-lineage,fao_vn_2007_8012_raw,"Cá khô (chim, thu, nụ, đé)","Cá khô (chim, thu, nụ, đé)"
8013,"Cá lác, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8013_raw,Cá lác,Cá lác
8013002,"Cá lác, luộc",keep-no-match,none,,,
8013008,"Cá lác, chiên giòn",keep-no-match,none,,,
8014,"Cá mè, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8014_raw,Cá mè,Cá mè
8015,"Cá mòi (cá sardin), tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8015_raw,Cá mòi,Cá mòi
8016,"Cá mỡ, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8016_raw,Cá mỡ,Cá mỡ
8017,"Cá mối, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8017_raw,Cá mối,Cá mối
8018,"Cá nạc, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8018_raw,Cá nạc,Cá nạc
8019,"Cá ngừ, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8019_raw,Cá ngừ,Cá ngừ
8020,"Cá nục, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8020_raw,Cá nục,Cá nục
8020002,"Cá nục, luộc",keep-no-match,none,,,
8020014,"Cá nục, nướng",keep-usda-only,name,usda_15201_cooked,"Cá, cá thu, cá mú Thái Bình Dương và cá chẽm, nhiều loại khác nhau, nấu chín, sấy khô.",cá nục nướng
8021,"Cá phèn, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8021_raw,Cá phèn,Cá phèn
8022,"Cá quả, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8022_raw,Cá quả,Cá quả
8023,"Cá rô đồng, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8023_raw,Cá rô đồng,Cá rô đồng
8024,"Cá rô phi, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8024_raw,Cá rô phi,Cá rô phi
8024008,"Cá rô phi, chiên giòn",keep-no-match,none,,,
8025,"Cá thờn bơn, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8025_raw,Cá thờn bơn (cá bơn),Cá thờn bơn (cá bơn)
8026,"Cá thu, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8026_raw,Cá thu,Cá thu
8027,"Cá thu đao, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8027_raw,Cá thu đao,Cá thu đao
8028,"Cá trạch, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8028_raw,Cá trạch (cá chạch),Cá trạch (cá chạch)
8029,"Cá trắm cỏ, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8029_raw,Cá trắm cỏ,Cá trắm cỏ
8030,"Cá trê, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8030_raw,Cá trê,Cá trê
8031,"Cá trích, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8031_raw,Cá trích,Cá trích
8032,"Cá trôi, tươi ",duplicate-vietnamese,code-lineage,fao_vn_2007_8032_raw,Cá trôi,Cá trôi
8033,"Cua bể, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8033_raw,Cua bể,Cua bể
8034,"Cua đồng, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8034_raw,Cua đồng,Cua đồng
8035,"Cua ghẹ, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8035_raw,ghẹ,ghẹ
8036,"Hải sâm, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8036_raw,Hải sâm,Hải sâm
8037,"Hến, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8037_raw,Hến,Hến
8038,"Lươn, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8038_raw,Lươn,Lươn
8039,"Mực khô, sống",duplicate-vietnamese,code-lineage,fao_vn_2007_8039_raw,Mực khô,Mực khô
8040,"Mực, tươi",duplicate-vietnamese,name,fao_vn_2007_8040_raw,Mực tươi,Mực tươi
8040003,"Mực tươi, hấp",keep-no-match,none,,,
8040014,"Mực tươi, nướng",keep-no-match,none,,,
8041,"Ốc bươu, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8041_raw,ốc bươu,ốc bươu
8041002,"Ốc bươu, luộc",keep-no-match,none,,,
8042,"Ốc đá, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8042_raw,ốc đá,ốc đá
8043,"Ốc nhồi, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8043_raw,ốc nhồi,ốc nhồi
8043003,"Ốc nhồi, hấp",keep-no-match,none,,,
8044,"Ốc vặn, raw",duplicate-vietnamese,code-lineage,fao_vn_2007_8044_raw,ốc vặn,ốc vặn
8044002,"Ốc vặn, luộc",keep-no-match,none,,,
8045,"Rạm, muối, đồ",duplicate-vietnamese,name,fao_vn_2007_8045_cooked,"Rạm (muối, đồ)","Rạm (muối, đồ)"
8046,"Rạm, tươi",duplicate-vietnamese,name,fao_vn_2007_8046_raw,Rạm tươi,Rạm tươi
8047,"Rươi, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8047_raw,Rươi,Rươi
8048,"Sò, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8048_raw,Sò,Sò
8049,"Tép gạo, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8049_raw,Tép gạo,Tép gạo
8050,"Tép khô, sống",duplicate-vietnamese,code-lineage,fao_vn_2007_8050_raw,Tép khô,Tép khô
8051002,"Tôm biển, luộc",keep-no-match,none,,,
8051014,"Tôm biển, nướng",keep-no-match,none,,,
8052,"Tôm đồng, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8052_raw,Tôm đồng,Tôm đồng
8052002,"Tôm đồng, luộc",keep-no-match,none,,,
8052014,"Tôm đồng, nướng",keep-no-match,none,,,
8053,"Tôm biển, khô",duplicate-vietnamese,code-lineage,fao_vn_2007_8053_raw,Tôm khô,Tôm khô
8054,"Trai, nước ngọt, tươi",duplicate-vietnamese,code-lineage,fao_vn_2007_8054_raw,Trai,Trai
8055,"Bánh phồng tôm, rán",duplicate-vietnamese,name,fao_vn_2007_8055_cooked,Bánh phồng tôm rán,Bánh phồng tôm rán
8056,"Bánh phồng tôm, sống",duplicate-vietnamese,name,fao_vn_2007_8056_raw,Bánh phồng tôm sống,Bánh phồng tôm sống
8057,"Bột cá, sống",duplicate-vietnamese,code-lineage,fao_vn_2007_8057_raw,Bột cá,Bột cá
8058,Ruốc cá quả,duplicate-vietnamese,name,fao_vn_2007_8058_raw,Ruốc cá quả,Ruốc cá quả
8059,Ruốc tôm,duplicate-vietnamese,name,fao_vn_2007_8059_raw,Ruốc tôm,Ruốc tôm
8060,Cá chim,keep-no-match,none,,,
8061,Cá chim trắng,keep-usda-only,name,usda_15068_raw,"Cá pompano, Florida, sống",cá chim trắng
8062,Cá điêu hồng,keep-usda-only,name,usda_15261_raw,"Cá, cá rô phi, sống",cá điêu hồng
8063,"Cá basa, phi lê",keep-no-match,none,,,
8064,Chả cá basa,keep-no-match,none,,,
8064008,"Chả cá basa, rán",keep-no-match,none,,,
8065,Con trùng trục,keep-no-match,none,,,
8069,Thịt cua,keep-no-match,none,,,
8070002,"Sò huyết, luộc",keep-no-match,none,,,
8074002,"Ốc móng tay, luộc",keep-no-match,none,,,
8079002,"Sò dương, luộc",keep-no-match,none,,,
8079014,"Sò dương, nướng",keep-no-match,none,,,
8080002,"Sò điệp, luộc",keep-no-match,none,,,
8080003,"Sò điệp, hấp",keep-usda-only,name,usda_90240_cooked,"Động vật thân mềm, sò điệp (vịnh và biển), đã nấu chín, hấp",sò điệp hấp
8092,"Cá basa, tươi",keep-no-match,none,,,
8093,Tôm tít (bề bề),keep-no-match,none,,,
8094,Tu hài,keep-no-match,none,,,
9001,Trứng gà ta,duplicate-vietnamese,code-lineage,fao_vn_2007_9001_raw,Trứng gà,Trứng gà
9002,Lòng đỏ trứng gà,duplicate-vietnamese,name,fao_vn_2007_9002_raw,Lòng đỏ trứng gà,Lòng đỏ trứng gà
9003,Lòng trắng trứng gà,duplicate-vietnamese,name,fao_vn_2007_9003_raw,Lòng trắng trứng gà,Lòng trắng trứng gà
9004,Trứng vịt,duplicate-vietnamese,name,fao_vn_2007_9004_raw,Trứng vịt,Trứng vịt
9005,Lòng đỏ trứng vịt,duplicate-vietnamese,name,fao_vn_2007_9005_raw,Lòng đỏ trứng vịt,Lòng đỏ trứng vịt
9006,Lòng trắng trứng vịt,duplicate-vietnamese,name,fao_vn_2007_9006_raw,Lòng trắng trứng vịt,Lòng trắng trứng vịt
9007,Trứng chim cút,duplicate-vietnamese,name,fao_vn_2007_9007_raw,Trứng chim cút,Trứng chim cút
9008,Trứng cá,duplicate-vietnamese,name,fao_vn_2007_9008_raw,Trứng cá,Trứng cá
9009,Trứng cá muối,duplicate-vietnamese,name,fao_vn_2007_9009_raw,Trứng cá muối,Trứng cá muối
9010,Trứng vịt lộn,duplicate-vietnamese,name,fao_vn_2007_9010_raw,Trứng vịt lộn,Trứng vịt lộn
9011,Bột trứng,duplicate-vietnamese,name,fao_vn_2007_9011_raw,Bột trứng,Bột trứng
9012,Trứng gà công nghiệp,keep-no-match,none,,,
